Date,Open,High,Low,Close,Adj Close,Volume
2013-10-30,10.000000,10.000000,10.000000,10.000000,6.458468,0
2013-10-31,10.000000,10.000000,10.000000,10.000000,6.458468,0
2013-11-01,10.000000,10.000000,10.000000,10.000000,6.458468,0
2013-11-04,9.920000,9.920000,9.920000,9.920000,6.406803,0
2013-11-05,9.980000,9.980000,9.980000,9.980000,6.445553,0
2013-11-06,10.040000,10.040000,10.040000,10.040000,6.484303,0
2013-11-07,10.030000,10.030000,10.030000,10.030000,6.477845,0
2013-11-08,10.030000,10.030000,10.030000,10.030000,6.477845,0
2013-11-11,10.050000,10.050000,10.050000,10.050000,6.490762,0
2013-11-12,10.130000,10.130000,10.130000,10.130000,6.542430,0
2013-11-13,10.090000,10.090000,10.090000,10.090000,6.516596,0
2013-11-14,10.120000,10.120000,10.120000,10.120000,6.535971,0
2013-11-15,10.110000,10.110000,10.110000,10.110000,6.529512,0
2013-11-18,10.220000,10.220000,10.220000,10.220000,6.600557,0
2013-11-19,10.220000,10.220000,10.220000,10.220000,6.600557,0
2013-11-20,10.210000,10.210000,10.210000,10.210000,6.594098,0
2013-11-21,10.340000,10.340000,10.340000,10.340000,6.678057,0
2013-11-22,10.410000,10.410000,10.410000,10.410000,6.723267,0
2013-11-25,10.420000,10.420000,10.420000,10.420000,6.729725,0
2013-11-26,10.430000,10.430000,10.430000,10.430000,6.736184,0
2013-11-27,10.430000,10.430000,10.430000,10.430000,6.736184,0
2013-11-29,10.430000,10.430000,10.430000,10.430000,6.736184,0
2013-12-02,10.500000,10.500000,10.500000,10.500000,6.781393,0
2013-12-03,10.520000,10.520000,10.520000,10.520000,6.794310,0
2013-12-04,10.420000,10.420000,10.420000,10.420000,6.729725,0
2013-12-05,10.410000,10.410000,10.410000,10.410000,6.723267,0
2013-12-06,10.500000,10.500000,10.500000,10.500000,6.781393,0
2013-12-09,10.530000,10.530000,10.530000,10.530000,6.800768,0
2013-12-10,10.510000,10.510000,10.510000,10.510000,6.787852,0
2013-12-11,10.480000,10.480000,10.480000,10.480000,6.768476,0
2013-12-12,10.540000,10.540000,10.540000,10.540000,6.807227,0
2013-12-13,10.520000,10.520000,10.520000,10.520000,6.794310,0
2013-12-16,10.480000,10.480000,10.480000,10.480000,6.768476,0
2013-12-17,10.480000,10.480000,10.480000,10.480000,6.768476,0
2013-12-18,10.520000,10.520000,10.520000,10.520000,6.794310,0
2013-12-19,10.520000,10.520000,10.520000,10.520000,6.794310,0
2013-12-20,10.210000,10.210000,10.210000,10.210000,6.738213,0
2013-12-23,10.190000,10.190000,10.190000,10.190000,6.725014,0
2013-12-24,10.210000,10.210000,10.210000,10.210000,6.738213,0
2013-12-26,10.210000,10.210000,10.210000,10.210000,6.738213,0
2013-12-27,10.190000,10.190000,10.190000,10.190000,6.725014,0
